Country,Year,GDP_per_capita,GDP_per_capita_winsorized,GDP_per_capita_log
Kenya,1970,8109.1,8109.1,9.000865477489667
India,1970,13546.64,13546.64,9.513967641396839
South Africa,1970,3134.68,3134.68,8.050601335447453
South Africa,1970,1396.3,1396.3,7.242297082086402
Turkey,1970,29903.1,27317.421,10.215316515528354
South Korea,1970,-1601.18,-1601.18,
Kenya,1970,-861.03,-861.03,
Canada,1970,10931.08,10931.08,9.299456864986787
Indonesia,1970,33403.6,27317.421,10.215316515528354
Indonesia,1970,5908.89,5908.89,8.684382497705778
Egypt,1970,10510.29,10510.29,9.260205196586412
United States,1970,13727.31,13727.31,9.527215403057864
India,1970,22421.73,22421.73,10.017830455493346
Indonesia,1970,2348.2,2348.2,7.761830123648364
Germany,1970,18933.29,18933.29,9.848729842933642
Germany,1970,25137.03,25137.03,10.132137117896434
Nigeria,1970,19685.53,19685.53,9.887689924512921
Mexico,1970,16065.24,16065.24,9.684475455001367
Nigeria,1970,9414.9,9414.9,9.150155028662818
Canada,1970,12751.37,12751.37,9.45347241566553
Brazil,1970,3242.3,3242.3,8.084346608966836
Kenya,1970,-1438.78,-1438.78,
Japan,1970,8957.27,8957.27,9.100332406969422
India,1970,11600.69,11600.69,9.358906056137922
Canada,1970,12284.83,12284.83,9.416201844740629
China,1970,-4250.23,-2777.4275,
Japan,1970,6153.76,6153.76,8.724981045169448
Mexico,1970,23928.79,23928.79,10.082879405268427
Nigeria,1970,-3067.25,-2777.4275,
South Korea,1970,16190.16,16190.16,9.692220693271153
Brazil,1970,13560.57,13560.57,9.514995336503116
France,1970,5540.34,5540.34,8.61999162775006
Mexico,1970,19577.89,19577.89,9.882207223977023
France,1970,10239.58,10239.58,9.23411353761448
Australia,1970,4122.57,4122.57,8.324474571999335
India,1970,33483.67,27317.421,10.215316515528354
Canada,1970,14686.29,14686.29,9.594737772911959
India,1970,24705.91,24705.91,10.114838240576372
Argentina,1970,10082.43,10082.43,9.218648761521784
Argentina,1970,21045.07,21045.07,9.954469123342932
Brazil,1970,10312.67,10312.67,9.241225478752911
France,1970,22360.01,22360.01,10.015074096195237
Saudi Arabia,1970,15057.74,15057.74,9.6197138325151
China,1970,20967.46,20967.46,9.950774682954133
Indonesia,1970,13953.89,13953.89,9.543585263459958
Australia,1970,-6368.5,-2777.4275,
Canada,1970,20239.4,20239.4,9.91543588605197
Nigeria,1970,15573.49,15573.49,9.653389598336226
United States,1970,17158.39,17158.39,9.750300824624569
Argentina,1970,18895.91,18895.91,9.846753695617958
Egypt,1970,7025.25,7025.25,8.857408414316284
Turkey,1970,10887.27,10887.27,9.295441341966526
Saudi Arabia,1970,17572.36,17572.36,9.77413939795781
Australia,1970,25571.54,25571.54,10.149274398510212
Indonesia,1970,18539.25,18539.25,9.827699323387078
France,1970,29576.58,27317.421,10.215316515528354
Russia,1970,-301.43,-301.43,
Canada,1970,4886.13,4886.13,8.494360498103172
Brazil,1970,16206.83,16206.83,9.693249737785877
Indonesia,1970,19150.68,19150.68,9.860145719220405
Brazil,1970,27610.86,27317.421,10.215316515528354
Indonesia,1970,20976.5,20976.5,9.951205713744224
Egypt,1970,5526.96,5526.96,8.617574129531311
Nigeria,1970,-598.02,-598.02,
Turkey,1970,-550.44,-550.44,
Russia,1970,3840.09,3840.09,8.253511459469467
France,1970,13177.91,13177.91,9.486373103574362
Germany,1970,11987.16,11987.16,9.391674775027502
Mexico,1970,20841.26,20841.26,9.944737935285042
Mexico,1970,9797.61,9797.61,9.189995817864189
Indonesia,1970,17338.02,17338.02,9.760714732013065
Japan,1970,6082.85,6082.85,8.7133929982429
Indonesia,1970,6321.4,6321.4,8.751854161890765
India,1970,17087.87,17087.87,9.746182653385251
Australia,1970,16547.03,16547.03,9.714022340487563
Russia,1970,20651.25,20651.25,9.935579551291369
United States,1970,9857.54,9857.54,9.196093363610476
Saudi Arabia,1970,24397.45,24397.45,10.102274884673356
Kenya,1970,715.53,715.53,6.574420116594067
Russia,1970,17101.47,17101.47,9.7469781765041
Mexico,1970,10581.8,10581.8,9.266985320682135
South Korea,1970,22253.43,22253.43,10.010296368899983
Egypt,1970,12644.97,12644.97,9.445093866324111
Japan,1970,16977.98,16977.98,9.739731387389645
Saudi Arabia,1970,15199.39,15199.39,9.629076364399946
Indonesia,1970,17757.3,17757.3,9.78460829124392
Mexico,1970,18378.72,18378.72,9.819003161843694
India,1970,10925.34,10925.34,9.29893166690459
United States,1970,16610.61,16610.61,9.71785712747048
South Korea,1970,10852.02,10852.02,9.292198661252757
Russia,1970,21999.93,21999.93,9.998840004174259
South Korea,1970,12651.23,12651.23,9.445588763204345
Canada,1970,12581.69,12581.69,9.440077338874277
Indonesia,1970,16497.18,16497.18,9.711005350774542
Australia,1970,13313.24,13313.24,9.49658941813608
Nigeria,1970,10031.2,10031.2,9.213555198878126
South Africa,1970,3776.92,3776.92,8.23692887261227
India,1970,4011.79,4011.79,8.297242038969923
South Africa,1970,-1198.4,-1198.4,
South Africa,1970,6366.76,6366.76,8.75900303837178
India,1970,21417.53,21417.53,9.972011714195789
Canada,1970,13851.69,13851.69,9.536234716583193
India,1970,12310.51,12310.51,9.41828987615623
Mexico,1970,15519.46,15519.46,9.649914432473235
Turkey,1970,14045.68,14045.68,9.550141347906516
Indonesia,1970,9780.82,9780.82,9.188280839785039
Turkey,1970,19852.73,19852.73,9.89614717778249
Russia,1970,23890.85,23890.85,10.081292675580354
Argentina,1970,358.78,358.78,5.88549273353454
Turkey,1970,18387.7,18387.7,9.819491624506956
Argentina,1970,3760.83,3760.83,8.232660820110535
China,1970,36010.31,27317.421,10.215316515528354
France,1970,22226.3,22226.3,10.009076542091805
Saudi Arabia,1970,10501.61,10501.61,9.259379076685427
Turkey,1970,5138.7,5138.7,8.544749990987109
Australia,1970,28959.97,27317.421,10.215316515528354
Egypt,1970,8601.97,8601.97,9.059862771459624
France,1970,23363.78,23363.78,10.058985039297346
Kenya,1970,3326.6,3326.6,8.110006602409733
China,1970,23523.33,23523.33,10.065790483707945
Australia,1970,7650.19,7650.19,8.942616470278626
Turkey,1970,9392.73,9392.73,9.147797724423835
Russia,1970,11289.94,11289.94,9.331755913199526
Russia,1970,11970.57,11970.57,9.39028995118756
South Africa,1970,7952.01,7952.01,8.981305752343495
Saudi Arabia,1970,14516.82,14516.82,9.583132139365942
South Korea,1970,-639.35,-639.35,
Brazil,1970,12112.65,12112.65,9.402088194932652
Russia,1970,13045.6,13045.6,9.476282842406869
India,1970,18089.8,18089.8,9.803158800739324
Russia,1970,23653.24,23653.24,10.07129765903506
Argentina,1970,17631.88,17631.88,9.777520619963115
Australia,1970,12680.19,12680.19,9.447875072168156
Kenya,1970,-12098.79,-2777.4275,
United States,1970,21158.83,21158.83,9.959859851913498
India,1970,14025.74,14025.74,9.548720786866697
France,1970,15017.0,15017.0,9.61700476065983
Canada,1970,18830.57,18830.57,9.843289995764433
South Africa,1970,8772.35,8772.35,9.079473996465389
Brazil,1970,11511.83,11511.83,9.351217344647857
Nigeria,1970,14448.79,14448.79,9.578435160563004
Canada,1970,13650.49,13650.49,9.521603952165016
South Africa,1970,-2270.08,-2270.08,
Canada,1970,21729.05,21729.05,9.986451374214234
Mexico,1970,11479.53,11479.53,9.34840783605527
Saudi Arabia,1970,13221.71,13221.71,9.489691084833302
Egypt,1970,-7798.37,-2777.4275,
France,1970,10230.99,10230.99,9.233274365932164
Turkey,1970,14613.17,14613.17,9.589746884964494
Canada,1970,11109.63,11109.63,9.315657586696537
France,1970,32593.52,27317.421,10.215316515528354
Japan,1970,16478.07,16478.07,9.709846369832281
Canada,1970,18486.48,18486.48,9.824849025206435
Nigeria,1970,5227.53,5227.53,8.561885446805485
Saudi Arabia,1970,18897.99,18897.99,9.846863760466372
Egypt,1970,-2721.64,-2721.64,
Argentina,1970,13230.54,13230.54,9.490358652451203
Saudi Arabia,1970,13343.24,13343.24,9.498840110048299
South Africa,1970,-4987.66,-2777.4275,
Mexico,1970,21194.83,21194.83,9.961559743199285
Germany,1970,24593.99,24593.99,10.110298042642652
Brazil,1970,782.29,782.29,6.6635029977909985
India,1970,6622.63,6622.63,8.798398837017086
Canada,1970,21954.63,21954.63,9.996778877642196
Nigeria,1970,16082.63,16082.63,9.685557263524759
Nigeria,1970,1555.49,1555.49,7.3501885651902885
Brazil,1970,1061.93,1061.93,6.968784524809588
Nigeria,1970,10086.63,10086.63,9.219065199731844
Japan,1970,19791.3,19791.3,9.893048252156843
China,1970,17344.4,17344.4,9.76108262053892
China,1970,11658.06,11658.06,9.363838839159007
Saudi Arabia,1970,-4974.38,-2777.4275,
Saudi Arabia,1970,15189.79,15189.79,9.628444602137389
Indonesia,1970,19506.38,19506.38,9.878548134491796
Russia,1970,4093.55,4093.55,8.317412100138919
Germany,1970,6356.96,6356.96,8.757462850164389
Turkey,1970,22913.48,22913.48,10.039524304126285
Brazil,1970,5145.34,5145.34,8.546041061393666
Germany,1970,6946.14,6946.14,8.84608534307367
Brazil,1970,394.92,394.92,5.981212170643631
Russia,1970,14157.3,14157.3,9.558056303543177
France,1970,12723.97,12723.97,9.451321483852094
South Korea,1970,21593.95,21593.95,9.980214770041345
South Africa,1970,7972.82,7972.82,8.983918954323087
Japan,1970,11961.71,11961.71,9.389549590466059
Kenya,1970,1407.13,1407.13,7.250017862001332
Saudi Arabia,1970,24247.96,24247.96,10.096129008848035
Indonesia,1970,20239.32,20239.32,9.915431933553101
United States,1970,12564.46,12564.46,9.438707058937501
South Korea,1970,807.12,807.12,6.694710562345342
Egypt,1970,-3425.49,-2777.4275,
Saudi Arabia,1970,16870.27,16870.27,9.733367454271407
Canada,1970,27420.39,27317.421,10.215316515528354
France,1970,3643.67,3643.67,8.201021105364797
France,1970,21524.07,21524.07,9.976973581323165
Russia,1970,6101.34,6101.34,8.716427583160595
United States,1970,17317.72,17317.72,9.759543276383155
South Korea,1970,11395.05,11395.05,9.341022083112561
Turkey,1970,19013.96,19013.96,9.85298131675773
Indonesia,1970,14250.82,14250.82,9.564639896839626
Kenya,1970,689.78,689.78,6.537821393913628
Japan,1970,22700.71,22700.71,10.030195531028777
Germany,1970,9244.76,9244.76,9.131920347040609
Brazil,1970,16643.21,16643.21,9.719817687182573
Russia,1970,2492.69,2492.69,7.821518820198348
Germany,1970,9776.99,9776.99,9.18788922043404
South Africa,1970,7238.41,7238.41,8.887294990346424
India,1970,4852.33,4852.33,8.487420346269145
Russia,1970,19284.43,19284.43,9.867105167515867
Germany,1970,20291.46,20291.46,9.918004667461773
United States,1970,17710.78,17710.78,9.781985233913735
Japan,1970,29359.83,27317.421,10.215316515528354
Germany,1970,14608.03,14608.03,9.589395109659053
Canada,1970,14650.93,14650.93,9.592327346382515
Nigeria,1970,27221.2,27221.2,10.211788095863781
Germany,1970,8228.45,8228.45,9.015474462762404
Egypt,1970,7303.09,7303.09,8.896189744214222
Australia,1970,21269.46,21269.46,9.965074534664707
Mexico,1970,16051.82,16051.82,9.68363981405914
Australia,1970,22581.84,22581.84,10.024945604816782
United States,1970,21571.27,21571.27,9.979163972603526
India,1970,-6931.34,-2777.4275,
United States,1970,19192.86,19192.86,9.862345715204947
Germany,1970,12611.2,12611.2,9.442419878452315
Canada,1970,14724.94,14724.94,9.597365843494178
South Korea,1970,5556.52,5556.52,8.622907244572318
India,1970,25037.25,25037.25,10.128159934592828
Kenya,1970,-558.33,-558.33,
Germany,1970,20149.11,20149.11,9.910965026417001
Mexico,1970,17383.18,17383.18,9.763315876231486
France,1970,26756.73,26756.73,10.194578682542414
Indonesia,1970,9458.88,9458.88,9.15481497697604
Russia,1970,13382.04,13382.04,9.501743512658381
China,1970,19207.31,19207.31,9.86309827687956
Russia,1970,5592.96,5592.96,8.629442723217927
China,1970,12187.61,12187.61,9.408257188081928
South Korea,1970,3336.71,3336.71,8.113040222077355
Russia,1970,21132.86,21132.86,9.958631772582327
China,1970,21141.33,21141.33,9.959032470947689
Canada,1970,13630.31,13630.31,9.520124631590871
Argentina,1970,17309.86,17309.86,9.75908932920072
France,1970,10355.96,10355.96,9.245414036459184
Russia,1970,1357.69,1357.69,7.214276279226745
Kenya,1970,-8534.38,-2777.4275,
South Korea,1970,15247.97,15247.97,9.632267238770956
Australia,1970,28507.26,27317.421,10.215316515528354
China,1970,9763.0,9763.0,9.186457431512851
Brazil,1970,3607.41,3607.41,8.191022511090027
Saudi Arabia,1970,10971.53,10971.53,9.303150155666648
South Africa,1970,12581.82,12581.82,9.440087670474949
Brazil,1970,19174.33,19174.33,9.861379835996104
Canada,1970,1161.4,1161.4,7.058242112256073
Mexico,1970,9779.58,9779.58,9.188154065973885
Germany,1970,4866.46,4866.46,8.490327519441658
Germany,1970,10119.37,10119.37,9.222305503437932
India,1970,17659.5,17659.5,9.77908578632794
Argentina,1970,7346.03,7346.03,8.902051428911246
Japan,1970,11005.15,11005.15,9.306209486456506
China,1970,6521.99,6521.99,8.783088138757975
India,1970,11820.24,11820.24,9.377653192395135
Saudi Arabia,1970,17689.86,17689.86,9.780803401008903
South Africa,1970,7083.76,7083.76,8.865701277168533
Indonesia,1970,8452.88,8452.88,9.042380786561834
Japan,1970,21079.39,21079.39,9.956098503432925
Kenya,1970,2784.82,2784.82,7.932297543494439
China,1970,21365.05,21365.05,9.969558492669714
Argentina,1970,5525.18,5525.18,8.617252078242766
Japan,1970,11204.19,11204.19,9.324132342807015
Brazil,1970,14909.47,14909.47,9.609818929730103
Japan,1970,16206.39,16206.39,9.693222590044783
Egypt,1970,4490.79,4490.79,8.410006564988146
Nigeria,1970,-532.55,-532.55,
China,1970,16899.5,16899.5,9.73509848627233
Indonesia,1970,12296.53,12296.53,9.417153708186747
Mexico,1970,17579.67,17579.67,9.774555282003274
Kenya,1970,-8449.08,-2777.4275,
Russia,1970,20477.83,20477.83,9.927146948615276
Brazil,1970,16197.86,16197.86,9.692696148373994
Germany,1970,26788.82,26788.82,10.19577724359111
China,1970,19840.28,19840.28,9.89551989488682
South Africa,1970,-3547.05,-2777.4275,
Germany,1970,19606.67,19606.67,9.883676095200963
United States,1970,5422.74,5422.74,8.598540893368062
United States,1970,21097.45,21097.45,9.95695485705022
Argentina,1970,9395.63,9395.63,9.148106393339495
Argentina,1970,6948.7,6948.7,8.846453772159556
Canada,1970,18883.69,18883.69,9.846106819867533
Nigeria,1970,-10393.25,-2777.4275,
Russia,1970,11930.67,11930.67,9.386951488530764
China,1970,7326.5,7326.5,8.899389672585048
France,1970,18439.79,18439.79,9.822320337841498
Argentina,1970,16613.06,16613.06,9.718004603804557
China,1970,5336.09,5336.09,8.582435839598167
Turkey,1970,25613.56,25613.56,10.150916218790671
Germany,1970,10963.26,10963.26,9.302396171114507
South Korea,1970,5830.11,5830.11,8.670962655732952
United States,1970,4471.04,4471.04,8.405599959338762
Saudi Arabia,1970,18421.58,18421.58,9.82133236514767
Turkey,1970,9325.2,9325.2,9.14058292255972
Mexico,1970,14022.39,14022.39,9.548481928792533
Brazil,1970,2437.21,2437.21,7.799019442508904
Argentina,1970,20645.25,20645.25,9.9352889838353
Indonesia,1970,7504.86,7504.86,8.92343932777575
Canada,1970,13478.48,13478.48,9.508923808054583
Indonesia,1970,10870.84,10870.84,9.29393123901923
Germany,1970,30015.19,27317.421,10.215316515528354
South Korea,1970,10758.56,10758.56,9.283549940686358
Canada,1970,4535.85,4535.85,8.419988217623041
Turkey,1970,6478.98,6478.98,8.776472702921804
France,1970,9992.12,9992.12,9.209652135195574
Mexico,1970,20800.77,20800.77,9.942793358222783
Canada,1970,3193.17,3193.17,8.069082552155061
India,1970,22574.0,22574.0,10.024598378285186
Nigeria,1970,-7150.08,-2777.4275,
Argentina,1970,2455.05,2455.05,7.806309647365994
Argentina,1970,18661.87,18661.87,9.834291267504902
France,1970,3436.97,3436.97,8.142636459901233
South Korea,1970,9251.62,9251.62,9.13266203364392
Germany,1970,9861.43,9861.43,9.196487867537053
Nigeria,1970,6692.14,6692.14,8.80883840025824
Egypt,1970,-3563.25,-2777.4275,
France,1970,20252.77,20252.77,9.916096228046179
South Korea,1970,14203.29,14203.29,9.561299310638564
Indonesia,1970,21768.57,21768.57,9.988268402081292
United States,1970,18252.03,18252.03,9.812086372626874
China,1970,16120.22,16120.22,9.687891695578987
Brazil,1970,26205.25,26205.25,10.173753210919072
Germany,1970,22319.56,22319.56,10.013263505786243
Nigeria,1970,3378.07,3378.07,8.125355802687935
China,1970,9483.22,9483.22,9.157384643879558
Brazil,1970,27917.04,27317.421,10.215316515528354
Saudi Arabia,1970,17001.51,17001.51,9.741116259198423
Egypt,1970,-2311.05,-2311.05,
Japan,1970,26194.17,26194.17,10.17333032160939
Indonesia,1970,34411.78,27317.421,10.215316515528354
Indonesia,1970,16797.0,16797.0,9.729015110685573
Argentina,1970,14896.87,14896.87,9.60897352869466
Australia,1970,15809.69,15809.69,9.668441572514935
Egypt,1970,13382.91,13382.91,9.501808518196949
China,1970,20628.91,20628.91,9.934497243477013
Argentina,1970,23699.28,23699.28,10.073242141399426
China,1970,24045.4,24045.4,10.08774057617983
Canada,1970,24872.93,24872.93,10.121575546026241
China,1970,29484.21,27317.421,10.215316515528354
Brazil,1970,9207.99,9207.99,9.127935459826544
Brazil,1970,22181.98,22181.98,10.007080607154519
France,1970,20632.87,20632.87,9.934689179359385
Argentina,1970,17858.46,17858.46,9.790288618811024
Kenya,1970,5424.08,5424.08,8.59878792484371
South Africa,1970,3421.61,3421.61,8.138158696894473
Saudi Arabia,1970,31536.56,27317.421,10.215316515528354
Indonesia,1970,20570.32,20570.32,9.931653151711119
Egypt,1970,-14571.23,-2777.4275,
Saudi Arabia,1970,20443.03,20443.03,9.925446187310298
Argentina,1970,18446.19,18446.19,9.822667334346278
Saudi Arabia,1970,19957.65,19957.65,9.901417912307545
Nigeria,1970,-873.79,-873.79,
Japan,1970,13178.17,13178.17,9.486392831870202
Saudi Arabia,1970,27144.16,27144.16,10.208954040593685
Germany,1970,23979.12,23979.12,10.084980432739126
France,1970,18039.39,18039.39,9.800368412008213
China,1970,21325.45,21325.45,9.967703365358972
United States,1970,13885.69,13885.69,9.538686106414284
Turkey,1970,15730.57,15730.57,9.663424800353337
Australia,1970,9240.75,9240.75,9.131486540642356
Saudi Arabia,1970,11980.64,11980.64,9.391130757124907
Brazil,1970,-4926.01,-2777.4275,
Saudi Arabia,1970,17283.26,17283.26,9.757551539752845
Canada,1970,11935.63,11935.63,9.387367102551988
Turkey,1970,11816.62,11816.62,9.377346917047822
Germany,1970,24707.03,24707.03,10.114883570996694
China,1970,15991.93,15991.93,9.679902028566392
Russia,1970,15167.1,15167.1,9.626949817300074
Australia,1970,12978.93,12978.93,9.471159597331367
Australia,1970,17311.4,17311.4,9.759178286739727
Canada,1970,18894.18,18894.18,9.846662142067931
Australia,1970,-1615.79,-1615.79,
Indonesia,1970,1560.81,1560.81,7.353600684076562
South Korea,1970,4477.45,4477.45,8.407032283400543
Argentina,1970,11782.08,11782.08,9.37441988313271
Australia,1970,13364.78,13364.78,9.500452988261754
Nigeria,1970,9302.03,9302.03,9.138095432529564
Egypt,1970,15438.32,15438.32,9.644672781158137
Kenya,1970,-12395.51,-2777.4275,
Russia,1970,2051.62,2051.62,7.626872304903792
Nigeria,1970,4987.97,4987.97,8.514984754613854
United States,1970,26941.21,26941.21,10.201449480749702
Argentina,1970,12943.66,12943.66,9.468438626873539
India,1970,24002.32,24002.32,10.085947433096242
United States,1970,19616.35,19616.35,9.884169657738166
South Africa,1970,17743.58,17743.58,9.783835396161438
Australia,1970,23354.33,23354.33,10.058580502573058
India,1970,-844.58,-844.58,
Australia,1970,5778.13,5778.13,8.662008431306155
Nigeria,1970,12777.86,12777.86,9.455547522074868
Russia,1970,7203.75,7203.75,8.882495809705327
Argentina,1970,2741.03,2741.03,7.916453800981445
Saudi Arabia,1970,17554.14,17554.14,9.773102063506649
France,1970,18176.62,18176.62,9.807946446070295
Australia,1970,11608.33,11608.33,9.359564364155053
Russia,1970,-2208.42,-2208.42,
Brazil,1970,24964.71,24964.71,10.125258562346048
Russia,1970,23534.96,23534.96,10.066284743315641
Indonesia,1970,30293.19,27317.421,10.215316515528354
Kenya,1970,-4733.12,-2777.4275,
South Korea,1970,24766.87,24766.87,10.117302527667668
China,1970,12046.2,12046.2,9.39658754677261
Egypt,1970,-1344.9,-1344.9,
Brazil,1970,11271.62,11271.62,9.330132055614493
South Africa,1970,10033.88,10033.88,9.213822303012451
France,1970,32055.87,27317.421,10.215316515528354
Russia,1970,15293.0,15293.0,9.63521587360417
Canada,1970,3059.23,3059.23,8.026245355520492
France,1970,4793.55,4793.55,8.475235135155481
Germany,1970,27494.96,27317.421,10.215316515528354
Indonesia,1970,15982.06,15982.06,9.67928469035022
Australia,1970,12800.12,12800.12,9.457287946079807
Germany,1970,14085.35,14085.35,9.552961522362844
Egypt,1970,-177.2,-177.2,
Germany,1970,11453.81,11453.81,9.346165008106649
Canada,1970,527.75,527.75,6.270515730360488
France,1970,15831.84,15831.84,9.669841542974469
Turkey,1970,21441.85,21441.85,9.973146535454925
Saudi Arabia,1970,26995.06,26995.06,10.203446208412316
Brazil,1970,4583.98,4583.98,8.430541022630887
Mexico,1970,13794.07,13794.07,9.532066560940796
South Africa,1970,7233.7,7233.7,8.886644173105676
Kenya,1970,-6291.93,-2777.4275,
Canada,1970,10862.27,10862.27,9.293142653137298
Turkey,1970,18923.76,18923.76,9.848226396587192
Egypt,1970,-2746.97,-2746.97,
Brazil,1970,-1690.72,-1690.72,
South Korea,1970,11418.61,11418.61,9.343087332013896
United States,1970,19363.66,19363.66,9.871205034345714
Germany,1970,22508.57,22508.57,10.021695831097263
France,1970,7466.51,7466.51,8.918316889225625
France,1970,15859.17,15859.17,9.6715662139208
Argentina,1970,14309.31,14309.31,9.56873553548846
Turkey,1970,22086.73,22086.73,10.002777529703334
Germany,1970,25137.35,25137.35,10.1321498475321
Russia,1970,-4084.43,-2777.4275,
Russia,1970,10412.63,10412.63,9.250870803996223
South Korea,1970,7454.31,7454.31,8.916681809164611
Nigeria,1970,-4057.42,-2777.4275,
Saudi Arabia,1970,21626.7,21626.7,9.981730179497612
Mexico,1970,20059.2,20059.2,9.906493031555957
Argentina,1970,19056.67,19056.67,9.855224924195198
Nigeria,1970,-3986.97,-2777.4275,
Australia,1970,23086.62,23086.62,10.047051822111746
India,1970,15514.91,15514.91,9.649621228078997
Germany,1970,12374.82,12374.82,9.423499847867882
Kenya,1970,-1409.85,-1409.85,
India,1970,26301.34,26301.34,10.17741318759199
Nigeria,1970,5231.7,5231.7,8.562682676236607
Argentina,1970,23746.47,23746.47,10.075231277472668
Mexico,1970,9318.23,9318.23,9.139835286240828
Argentina,1970,13485.6,13485.6,9.509451878887678
Egypt,1970,3009.4,3009.4,8.009828239279228
Mexico,1970,14327.48,14327.48,9.570004444016929
Argentina,1970,28777.86,27317.421,10.215316515528354
Indonesia,1970,17862.6,17862.6,9.790520401867601
Nigeria,1970,-170.13,-170.13,
France,1970,19990.93,19990.93,9.903083971108098
Egypt,1970,15813.55,15813.55,9.668685681335559
Australia,1970,12363.86,12363.86,9.422613857610788
Turkey,1970,20447.09,20447.09,9.925644758576025
United States,1970,21486.24,21486.24,9.975214549559725
Egypt,1970,3536.63,3536.63,8.17121229039287
Germany,1970,15297.0,15297.0,9.635477379881811
Japan,1970,13311.09,13311.09,9.496427923855443
Russia,1970,6672.41,6672.41,8.805886252646598
Indonesia,1970,18205.13,18205.13,9.809513629542872
South Korea,1970,3743.86,3743.86,8.228139512074982
Argentina,1970,26367.66,26367.66,10.17993146273575
Brazil,1970,10067.62,10067.62,9.217178935606677
Indonesia,1970,10220.98,10220.98,9.232295582762038
Egypt,1970,1105.5,1105.5,7.008957159491104
Nigeria,1970,-4410.37,-2777.4275,
Egypt,1970,1430.68,1430.68,7.266603858861711
Egypt,1970,-1754.55,-1754.55,
South Korea,1970,-874.39,-874.39,
India,1970,-2858.25,-2777.4275,
Germany,1970,14564.3,14564.3,9.586397266503761
Saudi Arabia,1970,20981.04,20981.04,9.951422112685572
Russia,1970,2674.64,2674.64,7.8919438830502795
Indonesia,1970,1142.51,1142.51,7.04185775850549
Saudi Arabia,1970,30391.64,27317.421,10.215316515528354
Indonesia,1970,16004.1,16004.1,9.68066270043193
Nigeria,1970,7170.71,7170.71,8.877899398882409
Brazil,1970,20348.88,20348.88,9.920830294047459
Nigeria,1970,-1904.15,-1904.15,
Egypt,1970,4164.48,4164.48,8.33458679405906
China,1970,15811.12,15811.12,9.668532013560558
Turkey,1970,18136.45,18136.45,9.80573414046914
Indonesia,1970,29583.38,27317.421,10.215316515528354
Canada,1970,11384.13,11384.13,9.340063396965807
South Korea,1970,21817.07,21817.07,9.990493804512624
Brazil,1970,10081.48,10081.48,9.218554543110544
India,1970,30554.64,27317.421,10.215316515528354
Mexico,1970,11208.54,11208.54,9.32452048043389
United States,1970,26436.89,26436.89,10.182553487452877
South Africa,1970,11434.27,11434.27,9.344457717896537
Argentina,1970,14685.63,14685.63,9.594692835089557
Japan,1970,13371.82,13371.82,9.500979567825581
Saudi Arabia,1970,13267.03,13267.03,9.493112661143675
Brazil,1970,11525.03,11525.03,9.35236323480426
Nigeria,1970,6695.0,6695.0,8.80926561216931
Nigeria,1970,-223.42,-223.42,
Saudi Arabia,1970,4608.41,4608.41,8.435855145153795
South Korea,1970,13942.14,13942.14,9.542742910025341
Indonesia,1970,1385.35,1385.35,7.2344296731232385
South Africa,1970,1560.48,1560.48,7.353389368443861
South Korea,1970,9664.65,9664.65,9.176333642355702
France,1970,12642.59,12642.59,9.444905646362432
Mexico,1970,19656.65,19656.65,9.886221854511872
Argentina,1970,8661.61,8661.61,9.066771341830233
Argentina,1970,5372.19,5372.19,8.589177052098762
India,1970,10594.92,10594.92,9.268224300344583
Egypt,1970,379.98,379.98,5.942746880310552
Australia,1970,13771.94,13771.94,9.530461076558463
South Africa,1970,5731.88,5731.88,8.653973301239814
China,1970,13639.33,13639.33,9.520786124653181
United States,1970,-517.17,-517.17,
Australia,1970,16464.56,16464.56,9.709026205771716
China,1970,10737.24,10737.24,9.281566481263571
Russia,1970,3125.39,3125.39,8.047634263276306
Indonesia,1970,13203.5,13203.5,9.48831295956907
Nigeria,1970,433.66,433.66,6.074564116277556
Argentina,1970,8432.79,8432.79,9.040001534779062
France,1970,9224.42,9224.42,9.129717996327624
Brazil,1970,15813.83,15813.83,9.668703386393325
South Africa,1970,-10157.69,-2777.4275,
Indonesia,1970,20971.98,20971.98,9.950990221572622
Mexico,1970,11555.3,11555.3,9.354986021789136
Nigeria,1970,3825.45,3825.45,8.249692759393405
South Korea,1970,20338.1,20338.1,9.920300420835979
Russia,1970,17194.27,17194.27,9.752389624982111
South Korea,1970,22167.64,22167.64,10.006433956569953
Australia,1970,6617.61,6617.61,8.797640657095792
South Korea,1970,12620.29,12620.29,9.443140349571705
South Africa,1970,1153.32,1153.32,7.0512667049890005
Argentina,1970,20292.12,20292.12,9.918037191328628
Brazil,1970,13509.17,13509.17,9.511198014146727
South Korea,1970,14834.8,14834.8,9.604798457796049
Turkey,1970,13333.07,13333.07,9.498077692901738
Mexico,1970,8359.39,8359.39,9.031260355708339
France,1970,22777.5,22777.5,10.033572387598733
Kenya,1970,8795.9,8795.9,9.082154665676413
China,1970,10169.93,10169.93,9.227288930289456
Japan,1970,26665.54,26665.54,10.191164874976629
Saudi Arabia,1970,21054.69,21054.69,9.954926111372288
France,1970,29432.03,27317.421,10.215316515528354
Germany,1970,19423.83,19423.83,9.874307423588801
Japan,1970,14181.5,14181.5,9.559764089200723
Japan,1970,14874.09,14874.09,9.607443280815694
Kenya,1970,1205.47,1205.47,7.095454019443051
Saudi Arabia,1970,14867.73,14867.73,9.607015628947378
